episode,reward,length,collision,coverage,total_collision,total_coverage
79,10.356314927339554,80,1,0.0,29.0,13.23437444646703
80,-151.63300704956055,80,1,0.0,30.0,13.23437444646703
81,58.078033939003944,199,0,0.0,30.0,13.23437444646703
82,22.389683441258967,199,0,0.11904702137220718,30.0,13.353421467839237
83,9.081972867250443,80,1,0.0,31.0,13.353421467839237
84,5.052924185991287,79,1,0.057498284342321085,32.0,13.410919752181558
85,56.32376013696194,199,0,0.07637020946818236,32.0,13.48728996164974
86,0.029669724317500368,199,0,0.17041622340706544,32.0,13.657706185056805
87,-13.772672478109598,199,0,0.25378380309141063,32.0,13.911489988148215
88,19.098564663436264,199,0,0.1279538520846742,32.0,14.03944384023289
89,51.86545521020889,199,0,0.03857239082910246,32.0,14.078016231061993
90,9.391264259815216,80,1,0.0,33.0,14.078016231061993
91,-152.2576224207878,199,0,1.0,33.0,15.078016231061993
92,49.96432885527611,199,0,0.0,33.0,15.078016231061993
93,-76.65374529361725,199,0,0.6174852879653018,33.0,15.695501519027294
94,56.49396824836731,199,0,0.0,33.0,15.695501519027294
95,11.91047988831997,85,1,0.0,34.0,15.695501519027294
96,9.213595002889633,80,1,0.0,35.0,15.695501519027294
97,39.819638296961784,199,0,0.0,35.0,15.695501519027294
98,9.764364689588547,80,1,0.0,36.0,15.695501519027294
99,49.5112114995718,199,0,0.0,36.0,15.695501519027294
100,49.359202682971954,199,0,0.0034221026176826956,36.0,15.698923621644976
101,11.124789327383041,80,1,0.0,37.0,15.698923621644976
102,-490.7143189907074,199,0,0.08677138539861928,37.0,15.785695007043595
103,-497.5,199,0,0.0,37.0,15.785695007043595
104,50.8776890784502,199,0,0.0,37.0,15.785695007043595
105,19.124041190370917,199,0,0.12459777885733353,37.0,15.910292785900928
106,-140.5313841700554,199,0,0.9815493749371489,37.0,16.891842160838078
107,49.49810445308685,199,0,0.0,37.0,16.891842160838078
108,-4.46485926974492,199,0,0.20715999171106741,37.0,17.099002152549144
109,-478.22645780444145,199,0,0.0,37.0,17.099002152549144
110,-152.0173282623291,199,0,1.0,37.0,18.099002152549144
111,10.919680625200272,80,1,0.0,38.0,18.099002152549144
112,10.028088212013245,80,1,0.0,39.0,18.099002152549144
113,55.948363214731216,199,0,0.0,39.0,18.099002152549144
114,48.196875631809235,199,0,0.0,39.0,18.099002152549144
115,25.89521297812462,142,1,0.0011989094538555672,40.0,18.100201062003
116,54.410092517733574,199,0,0.0018946762747524186,40.0,18.10209573827775
117,54.83882796764374,199,0,0.010574162926281227,40.0,18.112669901204033
118,44.01270227879286,199,0,0.04891924754829197,40.0,18.161589148752324
119,10.516275852918625,80,1,0.0,41.0,18.161589148752324
120,32.8574828132987,199,0,0.0769956939679996,41.0,18.23858484272032
121,10.087986052036285,80,1,0.0,42.0,18.23858484272032
122,60.24277055263519,199,0,0.0036438215365963713,42.0,18.242228664256917
123,8.22201681137085,80,1,0.0,43.0,18.242228664256917
124,9.084166392683983,80,1,0.0,44.0,18.242228664256917
125,8.156121835112572,80,1,0.0,45.0,18.242228664256917
126,-143.2481654882431,199,0,0.9524126998654262,45.0,19.194641364122344
127,8.773636370897293,80,1,0.0,46.0,19.194641364122344
128,1.918872924943571,199,0,0.2411097368282638,46.0,19.435751100950608
129,8.215576261281967,80,1,0.0,47.0,19.435751100950608
130,47.78397312760353,199,0,0.0,47.0,19.435751100950608
131,9.363508120179176,81,1,0.0,48.0,19.435751100950608
132,-410.0013451874256,199,0,0.0010651698876160943,48.0,19.436816270838225
133,14.476020283997059,136,1,0.08711664144615139,49.0,19.523932912284376
134,44.331634655594826,199,0,0.0,49.0,19.523932912284376
135,45.89888200163841,199,0,0.0,49.0,19.523932912284376
136,8.480215907096863,80,1,0.0,50.0,19.523932912284376
137,49.64203038811684,199,0,0.018269580408873814,50.0,19.54220249269325
138,-497.5,199,0,0.0,50.0,19.54220249269325
139,49.743603110313416,199,0,0.0,50.0,19.54220249269325
140,47.63397213816643,199,0,0.04582554483851845,50.0,19.588028037531767
141,50.165514692664146,199,0,0.02161172522308098,50.0,19.60963976275485
142,8.830168694257736,81,1,0.0,51.0,19.60963976275485
143,36.956739619374275,199,0,0.0,51.0,19.60963976275485
144,45.00723761320114,199,0,0.0,51.0,19.60963976275485
145,22.79737849533558,129,1,0.0,52.0,19.60963976275485
146,7.807318776845932,72,1,0.0,53.0,19.60963976275485
147,-240.02078798413277,199,0,0.0,53.0,19.60963976275485
148,42.975092470645905,199,0,0.06918679065465765,53.0,19.678826553409507
149,-141.78400421142578,199,0,1.0,53.0,20.678826553409507
150,43.63806161284447,199,0,0.0,53.0,20.678826553409507
151,-180.52429150044918,199,0,0.010465969875701042,53.0,20.689292523285207
152,-210.0,81,1,0.0,54.0,20.689292523285207
153,40.66290186345577,199,0,0.10189433459177878,54.0,20.791186857876987
154,41.99263486266136,199,0,0.0,54.0,20.791186857876987
155,44.25365620851517,199,0,0.056939969181090795,54.0,20.848126827058078
156,39.76282840967178,199,0,0.0,54.0,20.848126827058078
157,-3.551471726561431,199,0,0.2442928693473398,54.0,21.09241969640542
158,40.54974628984928,199,0,0.0933955938945371,54.0,21.185815290299956
159,-73.01206612586975,84,1,1.0,55.0,22.185815290299956
160,45.76408985257149,199,0,0.0,55.0,22.185815290299956
161,47.80330654978752,199,0,0.0,55.0,22.185815290299956
162,46.676124930381775,199,0,0.0,55.0,22.185815290299956
163,9.045596957206726,80,1,0.0,56.0,22.185815290299956
164,38.843462869524956,199,0,0.11189690315398575,56.0,22.297712193453943
165,-154.84743136167526,199,0,0.9956747472052688,56.0,23.29338694065921
166,43.1008842587471,199,0,0.07566679875552833,56.0,23.36905373941474
167,44.268087804317474,199,0,0.05807128146441689,56.0,23.427125020879156
168,29.914456635713577,199,0,0.0735986151101409,56.0,23.500723635989296
169,7.627600312232971,80,1,0.0,57.0,23.500723635989296
170,-485.4781788289547,199,0,0.036324993997610876,57.0,23.537048629986906
171,37.60209481418133,199,0,0.0,57.0,23.537048629986906
172,7.783540278673172,80,1,0.0,58.0,23.537048629986906
173,7.894308045506477,80,1,0.0,59.0,23.537048629986906
174,8.53783866763115,80,1,0.0,60.0,23.537048629986906
175,9.78295685350895,80,1,0.0,61.0,23.537048629986906
176,43.2920056283474,199,0,0.0,61.0,23.537048629986906
177,45.10660135746002,199,0,0.0,61.0,23.537048629986906
178,-127.21043150126934,199,0,0.0,61.0,23.537048629986906
179,41.76743395626545,199,0,0.09299341092444854,61.0,23.630042040911356
180,45.609238877892494,199,0,0.05664990290872455,61.0,23.68669194382008
181,7.497438743710518,79,1,0.01609500056452252,62.0,23.702786944384602
182,23.593196630477905,162,1,0.0,63.0,23.702786944384602
183,39.41606694459915,199,0,0.0,63.0,23.702786944384602
184,8.01457305252552,80,1,0.0,64.0,23.702786944384602
185,44.71637001633644,199,0,0.0,64.0,23.702786944384602
186,8.468769311904907,80,1,0.0,65.0,23.702786944384602
187,45.47031167149544,199,0,0.0,65.0,23.702786944384602
188,9.148320719599724,80,1,0.0,66.0,23.702786944384602
189,18.740017637610435,142,1,0.0,67.0,23.702786944384602
190,-536.791693687439,199,0,0.19744570229212555,67.0,23.900232646676727
191,43.16158547997475,199,0,0.0,67.0,23.900232646676727
192,-114.24020284414291,199,0,0.7641875015621893,67.0,24.664420148238918
193,-497.5,199,0,0.0,67.0,24.664420148238918
194,4.831623683334328,199,0,0.17783165305862839,67.0,24.842251801297547
195,37.61740766465664,199,0,0.0,67.0,24.842251801297547
196,9.426631599664688,80,1,0.0,68.0,24.842251801297547
197,45.41768628358841,199,0,0.05662615045962442,68.0,24.89887795175717
198,20.17587924003601,143,1,0.0,69.0,24.89887795175717
199,47.38822992146015,199,0,0.04244795105664969,69.0,24.941325902813823
200,8.834497526288033,84,1,0.05224058904819683,70.0,24.99356649186202
201,45.10359260439873,199,0,0.0,70.0,24.99356649186202
202,8.707317605614662,80,1,0.0,71.0,24.99356649186202
203,7.90193834900856,80,1,0.0,72.0,24.99356649186202
204,8.999789133667946,80,1,0.0,73.0,24.99356649186202
205,8.433821752667427,80,1,0.0,74.0,24.99356649186202
206,49.32857856154442,199,0,0.028210052719476877,74.0,25.021776544581495
207,34.663742661476135,199,0,0.0,74.0,25.021776544581495
208,-165.05809152126312,199,0,1.0,74.0,26.021776544581495
209,9.26696626842022,80,1,0.0,75.0,26.021776544581495
210,8.018652081489563,81,1,0.0,76.0,26.021776544581495
211,40.87750928103924,199,0,0.0,76.0,26.021776544581495
212,41.54092614352703,199,0,0.0,76.0,26.021776544581495
213,43.70327311754227,199,0,0.07140225899627814,76.0,26.093178803577775
214,6.610130414366722,72,1,0.034218001202224214,77.0,26.12739680478
215,40.99074751138687,199,0,0.0,77.0,26.12739680478
216,-105.02968600392342,199,0,0.7392639008316567,77.0,26.866660705611654
217,8.533808395266533,80,1,0.0,78.0,26.866660705611654
218,-497.5,199,0,0.0,78.0,26.866660705611654
219,44.82388061285019,199,0,0.0,78.0,26.866660705611654
220,8.550872012972832,80,1,0.0,79.0,26.866660705611654
221,43.78333431482315,199,0,0.0,79.0,26.866660705611654
222,9.382409647107124,80,1,0.0,80.0,26.866660705611654
223,44.06395247578621,199,0,0.0,80.0,26.866660705611654
224,42.333004891872406,199,0,0.0,80.0,26.866660705611654
225,9.949312537908554,80,1,0.0,81.0,26.866660705611654
226,8.891732648015022,80,1,0.0,82.0,26.866660705611654
227,-497.5,199,0,0.0,82.0,26.866660705611654
228,7.645909383893013,80,1,0.0,83.0,26.866660705611654
229,42.93647029995918,199,0,0.0,83.0,26.866660705611654
230,41.388027012348175,199,0,0.0,83.0,26.866660705611654
231,41.31903947889805,199,0,0.0,83.0,26.866660705611654
232,45.27852466702461,199,0,0.043794216879339966,83.0,26.910454922490995
233,43.795913413167,199,0,0.0,83.0,26.910454922490995
234,8.047157645225525,80,1,0.0,84.0,26.910454922490995
235,8.347817361354828,80,1,0.0012585789642866334,85.0,26.91171350145528
236,7.296915531158447,80,1,0.0,86.0,26.91171350145528
237,45.26678720116615,199,0,0.0,86.0,26.91171350145528
238,-151.80316811800003,199,0,1.0,86.0,27.91171350145528
239,54.235087513923645,199,0,0.0007803751028877978,86.0,27.91249387655817
240,-508.43740916252136,199,0,0.05496185455867624,86.0,27.967455731116846
241,48.12626385688782,199,0,0.0,86.0,27.967455731116846
242,48.685245499014854,199,0,0.042022313775516136,86.0,28.00947804489236
243,8.667327359318733,80,1,0.0,87.0,28.00947804489236
244,9.087665125727654,80,1,0.0,88.0,28.00947804489236
245,-497.5,199,0,0.0,88.0,28.00947804489236
246,54.064605847001076,199,0,0.016213812091496575,88.0,28.02569185698386
247,14.592279374599457,118,1,0.04363799385590463,89.0,28.069329850839765
248,4.33179135620594,79,1,0.0531616712036527,90.0,28.12249152204342
249,27.245934918522835,172,1,0.027524029259873982,91.0,28.15001555130329
250,-117.22250743117183,199,0,0.1101517885961712,91.0,28.26016733989946
251,34.71759317070246,199,0,0.029238475365462212,91.0,28.289405815264924
252,8.28719349950552,102,1,0.05389958623877556,92.0,28.3433054015037
253,-509.06139755249023,199,0,0.05809747558886516,92.0,28.401402877092565
254,7.328255653381348,71,1,0.0,93.0,28.401402877092565
255,31.456520788371563,199,0,0.08053844258549035,93.0,28.481941319678054
256,36.84238341450691,199,0,0.06848237631709563,93.0,28.55042369599515
257,-499.6726863384247,199,0,0.010918020305113147,93.0,28.561341716300262
258,26.610861125402153,199,0,0.11098723036631285,93.0,28.672328946666575
259,-23.987483363598585,199,0,0.29238169603966396,93.0,28.96471064270624
260,-510.5897092819214,199,0,0.0657774262821672,93.0,29.030488068988408
261,18.4109306037426,111,1,0.0952827198601775,94.0,29.125770788848584
262,-529.8694469928741,199,0,0.16266053399168878,94.0,29.28843132284027
263,11.317443385720253,80,1,0.0,95.0,29.28843132284027
264,10.939113661646843,80,1,0.00126842748666449,96.0,29.289699750326935
265,4.970223594456911,79,1,0.06173702928979198,97.0,29.351436779616726
266,76.9951588511467,199,0,0.009177192409821027,97.0,29.36061397202655
267,-37.16397617937764,199,0,0.35012196294799086,97.0,29.71073593497454
268,32.04889652878046,199,0,0.09197064451464436,97.0,29.802706579489186
269,29.738433019374497,199,0,0.10149787235566657,97.0,29.90420445184485
270,14.79149318113923,199,0,0.27365559955332586,97.0,30.177860051398177
271,9.555865243077278,80,1,0.013185100242125445,98.0,30.191045151640303
272,49.59434328973293,199,0,0.046912844310929985,98.0,30.237957995951234
273,2.0952074406086467,199,0,0.19780473230441278,98.0,30.435762728255646
274,28.566689733590465,199,0,0.12903286688757543,98.0,30.56479559514322
275,46.238686203956604,199,0,0.0015876284411033737,98.0,30.566383223584324
276,45.51383422315121,199,0,0.010681946284514012,98.0,30.57706516986884
277,44.48589791357517,199,0,0.012032101942774156,98.0,30.589097271811614
278,10.528863236308098,86,1,0.0,99.0,30.589097271811614
279,4.862245440483093,80,1,0.04584013833045929,100.0,30.634937410142072
280,-499.9976773262024,199,0,0.012551142764452372,100.0,30.647488552906523
281,50.85796658694744,199,0,0.0,100.0,30.647488552906523
282,-494.72871550917625,199,0,0.0,100.0,30.647488552906523
283,49.8864386677742,199,0,0.0,100.0,30.647488552906523
284,-505.16507959365845,199,0,0.03851798650102493,100.0,30.686006539407547
285,10.75682444870472,80,1,0.0,101.0,30.686006539407547
286,-508.7049868106842,199,0,0.05630646575153,101.0,30.742313005159076
287,42.89265204966068,199,0,0.0,101.0,30.742313005159076
288,46.55298864841461,199,0,0.0,101.0,30.742313005159076
289,-33.236351028084755,199,0,0.0,101.0,30.742313005159076
290,48.5439488440752,199,0,0.011356861883032214,101.0,30.75366986704211
291,-207.5,80,1,0.0,102.0,30.75366986704211
292,-503.38054966926575,199,0,0.0295505030525945,102.0,30.783220370094703
293,46.11232399940491,199,0,0.008866540726451485,102.0,30.792086910821155
294,2.6415952891111374,71,1,0.061195724655454656,103.0,30.85328263547661
295,10.068797305226326,80,1,0.0,104.0,30.85328263547661
296,55.366699263453484,199,0,0.010736701395969163,104.0,30.86401933687258
297,44.97477534413338,199,0,0.0,104.0,30.86401933687258
298,-145.1956559419632,199,0,0.9612835382027017,104.0,31.82530287507528
299,53.46488121151924,199,0,0.02483275872125219,104.0,31.850135633796533
300,41.73700326681137,199,0,0.0,104.0,31.850135633796533
301,52.16308641433716,199,0,0.0,104.0,31.850135633796533
302,-497.5,199,0,0.0,104.0,31.850135633796533
303,-119.67969542741776,199,0,0.8195843349918188,104.0,32.66971996878835
304,9.568919092416763,81,1,0.0,105.0,32.66971996878835
305,45.01662173867226,199,0,0.047370415159766296,105.0,32.71709038394812
306,-119.13275212049484,138,1,0.9919814551525793,106.0,33.709071839100694
307,45.53020994365215,199,0,0.006375761130419971,106.0,33.715447600231116
308,47.53102324903011,199,0,0.047754449372500125,106.0,33.76320204960361
