#{"t_start": 1764962426.3704934, "env_id": "None"}
r,l,t,collision,coverage_total
76.995159,199,4941.102599,0,1.8262612895543842
-37.163976,199,4962.050078,0,69.67427062665018
32.048897,199,4982.935978,0,18.302158258414227
29.738433,199,5003.836518,0,20.198076598777646
14.791493,199,5024.81208,0,54.45746431111184
9.555865,80,5044.194426,1,1.0548080193700355
49.594343,199,5065.096269,0,9.335656017875067
2.095207,199,5086.259454,0,39.36314172857814
28.56669,199,5107.42837,0,25.67754051062751
46.238686,199,5128.431052,0,0.31593805977957135
45.513834,199,5149.807827,0,2.1257073106182887
44.485898,199,5171.065881,0,2.394388286612057
10.528863,86,5190.699338,1,0.0
4.862245,80,5210.338911,1,3.667211066436743
-499.997677,199,5231.562092,0,2.497677410126022
50.857967,199,5252.802905,0,0.0
-494.728716,199,5274.183532,0,0.0
49.886439,199,5295.40738,0,0.0
-505.165079,199,5316.83817,0,7.66507931370396
10.756824,80,5336.551095,1,0.0
-508.704987,199,5357.91732,0,11.20498668455447
42.892652,199,5379.219561,0,0.0
46.552989,199,5400.445917,0,0.0
-33.236351,199,5421.844373,0,0.0
48.543949,199,5443.296127,0,2.2600155147234107
-207.5,80,5463.101147,1,0.0
-503.38055,199,5484.577439,0,5.880550107466306
46.112324,199,5505.884078,0,1.7644416045638456
2.641595,71,5525.531236,1,4.344896450537281
10.068797,80,5545.469106,1,0.0
55.366699,199,5567.076603,0,2.1366035777978634
44.974775,199,5588.356429,0,0.0
-145.195656,199,5610.066578,0,191.29542410233765
53.464881,199,5631.842541,0,4.941718985529186
41.737003,199,5653.620233,0,0.0
52.163086,199,5675.616034,0,0.0
-497.5,199,5697.403366,0,0.0
-119.679695,199,5719.363472,0,163.09728266337194
9.568919,81,5739.640228,1,0.0
45.016622,199,5761.687346,0,9.426712616793493
-119.132752,138,5782.823685,1,136.89344081105594
45.53021,199,5804.706156,0,1.2687764649535742
47.531023,199,5826.581348,0,9.503135425127525
