episode,reward,length,collision,coverage,total_collision,total_coverage
36,-207.55429410934448,80,1,0.0006786763718765469,12.0,9.655035045764718
37,-30.74052660400048,140,1,0.3613626088281862,13.0,10.016397654592904
38,-18.98497145457077,199,0,0.31542327121485053,13.0,10.331820925807754
39,4.156360022723675,79,1,0.07202903134764917,14.0,10.403849957155403
40,-502.7492301464081,187,1,0.1498385463256643,15.0,10.553688503481068
41,-331.50230288505554,127,1,0.05235411355494582,16.0,10.606042617036014
42,-512.886964187026,199,0,0.29925836403853157,16.0,10.905300981074545
43,-531.4811806678772,199,0,0.17075970144861088,16.0,11.076060682523156
44,-215.39110445976257,79,1,0.13549472192292894,17.0,11.211555404446084
45,28.748104431666434,199,0,0.16536965402799617,17.0,11.37692505847408
46,-86.21795409917831,199,0,0.6672477291120562,17.0,12.044172787586136
47,4.534689209787757,199,0,0.2545439723029466,17.0,12.298716759889084
48,-3.1898101587285055,79,1,0.13890383333684173,18.0,12.437620593225926
49,-532.343936085701,199,0,0.3240023401268735,18.0,12.7616229333528
50,39.54464431852102,199,0,0.0660351243677707,18.0,12.827658057720571
51,5.060456220013293,199,0,0.21990385306456928,18.0,13.04756191078514
52,-73.72168505191803,88,1,1.0,19.0,14.04756191078514
53,-513.1838612556458,199,0,0.078813372065445,19.0,14.126375282850585
54,47.06818960607052,172,1,0.00869305175964429,20.0,14.13506833461023
55,26.348483874462545,199,0,0.1306311760397475,20.0,14.265699510649977
56,72.3067219555378,199,0,0.03513353488803365,20.0,14.300833045538011
57,-10.135723214480095,199,0,0.2958821604661631,20.0,14.596715206004175
58,-619.74129986763,199,0,0.6142778816493775,20.0,15.210993087653552
59,32.041720922105014,199,0,0.21851813409671056,20.0,15.429511221750262
60,-26.57688758056611,199,0,0.32582226138006504,20.0,15.755333483130327
61,-478.96028922498226,199,0,0.16922847621449436,20.0,15.924561959344821
62,11.372347374766832,199,0,0.2214437743417773,20.0,16.1460057336866
63,-57.51273699104786,199,0,0.4840275730124469,20.0,16.630033306699048
64,-10.656203048303723,199,0,0.29204931224891345,20.0,16.92208261894796
65,26.986333226319402,199,0,0.12804714352798605,20.0,17.050129762475947
66,-27.240265644963074,199,0,0.3656266504292921,20.0,17.41575641290524
67,-12.23463314853143,199,0,0.2865045202423545,20.0,17.702260933147592
68,-74.55123313097283,199,0,0.5763094699236666,20.0,18.27857040307126
69,-26.641026343335398,199,0,0.37220979493978235,20.0,18.65078019801104
70,2.2926579490303993,81,1,0.10708023029235894,21.0,18.7578604283034
71,5.724669560891925,199,0,0.2513090283718494,21.0,19.00916945667525
72,36.18883119523525,199,0,0.11052508325149567,21.0,19.119694539926744
73,-47.07857623137534,199,0,0.46243256556335327,21.0,19.5821271054901
74,46.3904584646225,199,0,0.08833999759252414,21.0,19.670467103082622
75,-306.21445792913437,199,0,0.5024736954397562,21.0,20.17294079852238
76,-28.078543533494667,199,0,0.3111548351648186,21.0,20.484095633687197
77,-39.19509140774608,199,0,0.40860453485284803,21.0,20.892700168540046
78,-211.76276636123657,80,1,0.054579156276291466,22.0,20.947279324816336
79,3.5277747437357903,77,1,0.13528806132935398,23.0,21.08256738614569
80,21.570173281244934,199,0,0.1529466668367866,23.0,21.235514052982477
81,-2.2026983278337866,199,0,0.3035359999060105,23.0,21.539050052888488
82,-136.09058839082718,199,0,0.9580633860826464,23.0,22.497113438971134
83,38.480230651795864,199,0,0.14969008789495322,23.0,22.646803526866087
84,3.7062424055766314,80,1,0.07051171995605005,24.0,22.717315246822135
85,9.245514765381813,80,1,0.0007518781276662987,25.0,22.7180671249498
86,3.4726892558392137,199,0,0.20515272657445943,25.0,22.923219851524262
87,-120.33557260036469,150,1,1.0,26.0,23.923219851524262
88,43.69887870387174,199,0,0.08607699187205489,26.0,24.009296843396317
89,-0.9834744473919272,79,1,0.12276781260599623,27.0,24.132064656002314
90,37.34523317962885,199,0,0.07615906829779036,27.0,24.208223724300105
91,39.349558763206005,199,0,0.07994861996564845,27.0,24.288172344265753
92,60.57298004627228,199,0,0.12455128575310362,27.0,24.412723630018856
93,72.5451266169548,199,0,0.048769933597697865,27.0,24.461493563616553
94,-30.787751030176878,157,1,0.314583920102779,28.0,24.776077483719334
95,-57.35582879465073,199,0,0.5051277629437263,28.0,25.28120524666306
96,31.801517977379262,199,0,0.18733911975143577,28.0,25.468544366414495
97,-5.249302940443158,79,1,0.16422213054071755,29.0,25.632766496955213
98,-696.5,199,0,1.0,29.0,26.632766496955213
99,22.393366740550846,199,0,0.15469666321289113,29.0,26.787463160168105
100,10.252388149499893,80,1,0.0,30.0,26.787463160168105
101,22.528054680675268,199,0,0.14421405969604104,30.0,26.931677219864145
102,-65.01523917913437,199,0,0.04181171636779549,30.0,26.97348893623194
103,33.37130032200366,199,0,0.13899612810563444,30.0,27.112485064337577
104,-49.80600508488715,199,0,0.436558002722964,30.0,27.54904306706054
105,16.466512497514486,199,0,0.18746480902470988,30.0,27.736507876085252
106,21.08201680464481,199,0,0.14980989866476752,30.0,27.88631777475002
107,11.911109205335379,199,0,0.16840269908779087,30.0,28.05472047383781
108,19.66948893852532,199,0,0.1787747078265562,30.0,28.233495181664367
109,8.27555914113691,199,0,0.2255627857826182,30.0,28.459057967446984
110,-61.20844377949834,199,0,0.39690533282839774,30.0,28.85596330027538
111,-17.884796327212825,75,1,0.34052017621090447,31.0,29.196483476486286
112,3.201323054730892,80,1,0.10938115413477614,32.0,29.305864630621063
113,13.062016969139222,132,1,0.09735231671395252,33.0,29.403216947335014
114,-4.545255602744874,199,0,0.282164505567131,33.0,29.685381452902146
115,26.26401051133871,199,0,0.17869749636848276,33.0,29.864078949270628
116,54.15012404322624,199,0,0.07366016426202217,33.0,29.93773911353265
117,0.8848135992884636,77,1,0.11857201508007296,34.0,30.056311128612723
118,-16.616257182555273,199,0,0.3155212056987388,34.0,30.371832334311463
119,15.796842022443343,199,0,0.26936112980799254,34.0,30.641193464119457
120,-1.7918693232350051,79,1,0.13553663428516805,35.0,30.776730098404624
121,-25.271384068066254,199,0,0.32443592484466477,35.0,31.101166023249288
122,-58.37984895706177,86,1,0.8211653253619839,36.0,31.922331348611273
123,-71.19682461209595,199,0,0.547860046302194,36.0,32.47019139491346
124,12.446326134726405,199,0,0.2726039232874559,36.0,32.74279531820092
125,7.790219558228273,121,1,0.1284687496588606,37.0,32.87126406785978
126,-515.3759784698486,199,0,0.08982903666070391,37.0,32.96109310452048
127,-5.207510417327285,199,0,0.18907834628476297,37.0,33.150171450805246
128,37.93352331593633,199,0,0.09254182199815236,37.0,33.2427132728034
129,-57.43938449770212,199,0,0.47809209503803474,37.0,33.720805367841436
130,6.931388422846794,79,1,0.054875471739431345,38.0,33.775680839580865
131,-97.15482836961746,120,1,1.0,39.0,34.775680839580865
132,-227.41212643845938,199,0,0.3106164116095881,39.0,35.08629725119045
133,-61.40192877687514,199,0,0.5155799284302656,39.0,35.601877179620715
134,-97.11610985919833,199,0,0.7101303021087693,39.0,36.31200748172948
135,-7.426603877611342,199,0,0.2809128457437011,39.0,36.59292032747318
136,-80.42339572310448,199,0,0.6978471988731354,39.0,37.290767526346315
137,30.16547882836312,199,0,0.16045619227621802,39.0,37.451223718622536
138,-218.7389576435089,82,1,0.07883612441428442,40.0,37.530059843036824
139,8.774333594366908,199,0,0.21035318616972046,40.0,37.74041302920654
140,30.526790597476065,199,0,0.16118755558199424,40.0,37.90160058478854
141,4.310684863652568,199,0,0.22111915574336527,40.0,38.122719740531906
142,22.075515845353948,199,0,0.19448615892045168,40.0,38.31720589945236
143,-105.32830101251602,199,0,0.9397496220647498,40.0,39.25695552151711
144,18.25144385546446,199,0,0.1721707418431556,40.0,39.42912626336027
145,8.976403326843865,199,0,0.21291732555884801,40.0,39.642043588919115
146,59.84537489712238,199,0,0.016204780442363672,40.0,39.65824836936148
147,-198.5423677265644,199,0,0.16804364543848302,40.0,39.82629201479996
148,-11.102420717012137,199,0,0.28920868548870393,40.0,40.11550070028866
149,-77.87726089172065,199,0,0.46497666454890846,40.0,40.58047736483757
150,-11.99924788158387,199,0,0.30960780200050736,40.0,40.89008516683808
151,-21.15252667327877,199,0,0.3396520474971491,40.0,41.22973721433522
152,-25.680188468890265,199,0,0.35917409152223656,40.0,41.58891130585746
153,31.389645324088633,199,0,0.12918267987141047,40.0,41.71809398572887
154,-587.171886920929,199,0,0.45061249756019334,40.0,42.168706483289064
155,0.7453990699723363,199,0,0.28050190855604207,40.0,42.449208391845104
156,-62.7290461063385,70,1,0.9644221843954232,41.0,43.41363057624053
157,-112.58911913633347,187,1,0.8075853747732366,42.0,44.22121595101377
158,-214.50530529022217,80,1,0.09063927054198166,43.0,44.31185522155575
159,-7.611354472115636,78,1,0.2036072931831927,44.0,44.51546251473894
160,0.005781824700534344,79,1,0.11593213817739328,45.0,44.631394652916335
161,-65.55011846346315,199,0,0.5231070020757176,45.0,45.15450165499205
162,-304.61609756946564,199,0,1.0,45.0,46.15450165499205
163,-546.6422407627106,199,0,0.24694592653717268,45.0,46.401447581529226
164,-0.04873950779438019,80,1,0.13036716704991114,46.0,46.53181474857914
165,-15.90470482595265,79,1,0.2732810953235613,47.0,46.8050958439027
166,-20.793137134052813,199,0,0.33202268057437767,47.0,47.137118524477074
167,-546.9711146354675,199,0,0.4311015286167523,47.0,47.568220053093825
168,-4.1827485943213105,79,1,0.15915485946782443,48.0,47.72737491256165
169,-7.114784948236775,78,1,0.1633481481533252,49.0,47.890723060714976
170,-582.0083661079407,199,0,0.42466515257780546,49.0,48.31538821329278
171,-61.76113551086746,199,0,0.48582763401416845,49.0,48.80121584730695
172,-52.515923644416034,199,0,0.49246784426128193,49.0,49.29368369156823
173,-71.09224568633363,199,0,0.52618724385495,49.0,49.81987093542318
174,-7.059251395985484,199,0,0.3128020913807332,49.0,50.132673026803914
175,-39.33620177488774,199,0,0.5596426941660556,49.0,50.69231572096997
176,-155.2307550907135,199,0,0.9991806883515383,49.0,51.69149640932151
177,-14.922003246843815,199,0,0.33346425589109496,49.0,52.0249606652126
178,-61.75936672510579,199,0,0.504445461918964,49.0,52.529406127131566
179,-219.33021354675293,79,1,0.1861287778896622,50.0,52.71553490502123
180,12.138560190796852,80,1,0.012656670479810773,51.0,52.72819157550104
181,-33.55980336130597,199,0,0.5140632703242101,51.0,53.24225484582525
182,-0.8268757092300802,199,0,0.25020989959560797,51.0,53.49246474542086
183,-15.235722906887531,199,0,0.29891759706876153,51.0,53.79138234248962
184,1.7887980714440346,71,1,0.08576965913124028,52.0,53.87715200162086
185,-113.51922523416579,199,0,0.6946467977434555,52.0,54.57179879936431
186,-76.99724932736717,191,1,0.5384639203849475,53.0,55.11026271974926
187,-107.97177944798023,199,0,0.6812092607102446,53.0,55.791471980459505
188,8.4466987028718,79,1,0.024468176264440762,54.0,55.81594015672395
189,-64.7278484934941,199,0,0.5002771756373657,54.0,56.31621733236131
190,-11.793787110829726,199,0,0.2873894908315006,54.0,56.60360682319281
191,14.465928331017494,136,1,0.11780329290202379,55.0,56.72141011609484
192,-48.42871074844152,199,0,0.45023261727477504,55.0,57.17164273336961
193,-37.995303416391835,199,0,0.39113786006546686,55.0,57.56278059343508
194,-6.9762777127325535,92,1,0.19453418744522583,56.0,57.75731478088031
195,-97.44695699913427,199,0,0.3690349971682193,56.0,58.12634977804853
196,-11.23985414596973,199,0,0.2894640438849447,56.0,58.415813821933476
197,51.67618241626769,199,0,0.08412100766718317,56.0,58.49993482960066
198,-220.18996980786324,85,1,0.06871246901864447,57.0,58.568647298619304
199,-1.3492214977741241,79,1,0.11397345451933089,58.0,58.682620753138636
200,-116.34626895189285,199,0,1.0,58.0,59.682620753138636
201,16.30655541224405,199,0,0.17934383443753266,58.0,59.86196458757617
202,-5.209751080721617,78,1,0.1850916852680981,59.0,60.047056272844266
203,-1.9068151862593368,89,1,0.09827497048274103,60.0,60.14533124332701
204,-37.887780072167516,79,1,0.17463556105378322,61.0,60.31996680438079
205,-531.6981825530529,199,0,0.3946863191784283,61.0,60.714653123559216
206,-41.64391075936146,199,0,0.3687742761581954,61.0,61.083427399717415
207,-66.51809225353645,199,0,0.5465380552665849,61.0,61.629965454984
208,-32.77643736731261,199,0,0.39866912201857324,61.0,62.02863457700258
209,-63.1166797876358,68,1,1.0,62.0,63.02863457700258
210,-544.9205672740936,199,0,0.23829430520938868,62.0,63.266928882211964
211,29.728958508689175,199,0,0.2005283658004434,62.0,63.46745724801241
212,-81.37336040264927,199,0,0.5782618690375947,62.0,64.04571911705
213,3.065437514334917,79,1,0.08455164296077335,63.0,64.13027076001077
214,29.69490776816383,199,0,0.12788344945656452,63.0,64.25815420946734
215,-10.415672100614756,199,0,0.36383797260351947,63.0,64.62199218207085
216,-132.52660342073068,199,0,0.5872453311023393,63.0,65.20923751317319
217,-57.279485704377294,199,0,0.46679248326553313,63.0,65.67602999643873
218,-95.31040065269917,199,0,0.5091026403791725,63.0,66.1851326368179
219,17.609014752611984,199,0,0.2051102330823687,63.0,66.39024286990026
220,-591.6960265636444,199,0,0.4733468684324602,63.0,66.86358973833272
221,-72.01627020118758,199,0,0.6192525543117771,63.0,67.48284229264449
222,-47.4841033234261,199,0,0.4797631160808596,63.0,67.96260540872535
223,-218.41510688140988,199,0,0.9267986910895502,63.0,68.8894040998149
224,-10.587467825971544,79,1,0.21918990061201093,64.0,69.1085940004269
225,-214.8192599862814,82,1,0.1679496261115957,65.0,69.2765436265385
226,3.3295005722902715,199,0,0.4136795103136214,65.0,69.69022313685213
227,42.203372940188274,199,0,0.1750810933819368,65.0,69.86530423023406
228,37.955606415867805,199,0,0.1787005206194112,65.0,70.04400475085347
229,-549.8950083255768,199,0,0.2632914928921493,65.0,70.30729624374563
230,29.765029867179692,199,0,0.188572454630521,65.0,70.49586869837614
231,-63.86209558695555,199,0,0.5328492990091168,65.0,71.02871799738526
232,-71.70560413599014,82,1,1.0,66.0,72.02871799738526
233,8.079366239835508,199,0,0.28260240010455834,66.0,72.31132039748982
234,-81.4142403131118,182,1,0.5910093909449511,67.0,72.90232978843477
235,-69.57075089216232,82,1,1.0,68.0,73.90232978843477
236,10.924528822302818,81,1,0.044960718806601775,69.0,73.94729050724138
237,-222.23002767562866,78,1,0.2595671242273872,70.0,74.20685763146876
238,-73.66275971452706,199,0,0.560324608955881,70.0,74.76718224042465
239,-3.1537959570996463,79,1,0.14576555122437368,71.0,74.91294779164902
240,-53.31664896017173,199,0,0.47258112768433497,71.0,75.38552891933335
241,-9.332130782771856,102,1,0.2254035740272439,72.0,75.6109324933606
242,-65.9601714068558,199,0,0.5776511860364695,72.0,76.18858367939707
243,57.70261603593826,199,0,0.11306267871965844,72.0,76.30164635811673
244,-433.11470261216164,146,1,0.4595461832417581,73.0,76.76119254135848
245,23.04399523139,126,1,0.13099321392050192,74.0,76.89218575527899
246,-566.8429152965546,199,0,0.34845685050780206,74.0,77.24064260578679
247,2.558860826306045,83,1,0.11289684562460023,75.0,77.3535394514114
248,-42.55941213853657,78,1,0.5401146173108602,76.0,77.89365406872226
249,-97.13875152915716,199,0,0.6231160876291187,76.0,78.51677015635137
250,-225.55560217425227,199,0,0.46049047298676904,76.0,78.97726062933813
251,-591.699321269989,199,0,0.47336342470763065,76.0,79.45062405404576
252,-134.0136381071061,199,0,0.7863758232153198,76.0,80.23699987726108
253,-312.96152126789093,172,1,1.0,77.0,81.23699987726108
254,-585.9531388282776,199,0,0.4444881283826375,77.0,81.68148800564371
255,2.376764914020896,199,0,0.27108775219501957,77.0,81.95257575783873
256,-74.70740191824734,199,0,0.5924957421229275,77.0,82.54507149996165
257,-6.480829869396985,78,1,0.18385307567652495,78.0,82.72892457563817
258,-5.835643060912844,79,1,0.18576785289814304,79.0,82.91469242853631
259,2.9383045360445976,80,1,0.12469849250571607,80.0,83.03939092104203
260,-26.070837022271007,199,0,0.3711596463729359,80.0,83.41055056741496
261,-94.42655198462307,199,0,0.6527855106829444,80.0,84.0633360780979
262,-32.507795978337526,199,0,0.42873330149714006,80.0,84.49206937959505
263,-541.5768885165453,199,0,0.5269692034660187,80.0,85.01903858306108
264,-53.250842202687636,199,0,0.464504882555168,80.0,85.48354346561624
265,-45.39682783570606,199,0,0.43906463657749667,80.0,85.92260810219373
266,12.089497383218259,199,0,0.25746854795945,80.0,86.18007665015318
267,-178.72242688579718,199,0,0.7853168163869537,80.0,86.96539346654014
268,-58.96384765766561,178,1,0.5042595507321177,81.0,87.46965301727225
269,34.89067992463242,199,0,0.24039919943458032,81.0,87.71005221670683
270,-32.19673946057446,199,0,0.4127936166841441,81.0,88.12284583339097
271,-15.182794963839115,146,1,0.25876059391963724,82.0,88.3816064273106
272,-135.66601003706455,199,0,0.8832475131058576,82.0,89.26485394041646
273,-582.0020532160997,199,0,0.6343962002136943,82.0,89.89925014063016
274,-1.815363384783268,191,1,0.20955662071941916,83.0,90.10880676134958
275,-6.432862589601427,78,1,0.20205295901941114,84.0,90.310859720369
276,-542.5563813596964,199,0,0.6675186276012872,84.0,90.97837834797028
277,-122.18607652187347,199,0,0.9708562628795436,84.0,91.94923461084983
278,-255.89761961624026,199,0,0.597353226369576,84.0,92.5465878372194
279,-80.68959435587749,199,0,0.6442085406591412,84.0,93.19079637787854
280,-11.945274313678965,78,1,0.25032758085777734,85.0,93.44112395873631
281,-4.52210502140224,78,1,0.18609385571704434,86.0,93.62721781445336
282,-56.64138836786151,199,0,0.42942752798249806,86.0,94.05664534243586
283,-100.0480939000845,199,0,0.6605962445588222,86.0,94.71724158699467
284,-1.3302186839282513,199,0,0.28449894758478,86.0,95.00174053457945
285,-32.14644844304712,199,0,0.4649131135744836,86.0,95.46665364815394
286,-13.602052935981192,77,1,0.28640571447590635,87.0,95.75305936262984
287,-623.9484527111053,199,0,0.6360488511455082,87.0,96.38910821377534
288,-403.6246644407511,199,0,0.1421010472189327,87.0,96.53120926099427
289,24.25324991461821,199,0,0.21054531094030554,87.0,96.74175457193458
290,-45.64918749628123,199,0,0.5016265999990462,87.0,97.24338117193362
291,-110.62012025446165,199,0,0.7072906022895369,87.0,97.95067177422315
292,-47.10700820758939,199,0,0.40545561829787624,87.0,98.35612739252103
293,-560.4832677841187,199,0,0.3164988317224326,87.0,98.67262622424346
294,-67.07808244833723,199,0,0.6331702258430425,87.0,99.3057964500865
