episode,reward,length,collision,coverage,total_collision,total_coverage
74,-515.7864918708801,199,0,0.09189192068262317,30.0,8.304198451841662
75,-11.498848886025371,199,0,0.26472508861126787,30.0,8.56892354045293
76,40.082333751022816,199,0,0.03877166518270258,30.0,8.607695205635633
77,19.092172048985958,199,0,0.15782538942589455,30.0,8.765520595061528
78,8.123279072111472,199,0,0.1970381716371937,30.0,8.962558766698722
79,21.806956174084917,199,0,0.11439739951432351,30.0,9.076956166213046
80,31.133866280317307,199,0,0.0916604208270321,30.0,9.168616587040079
81,54.713631346821785,199,0,0.0,30.0,9.168616587040079
82,16.47845508158207,97,1,0.0015864010358865224,31.0,9.170202988075966
83,-243.00089992582798,199,0,0.11930268493340954,31.0,9.289505673009375
84,-538.6647388935089,199,0,0.20685798309187578,31.0,9.49636365610125
85,-56.851571410894394,199,0,0.06464407395127544,31.0,9.561007730052525
86,-4.463251936249435,79,1,0.15419883245152372,32.0,9.715206562504049
87,-157.550630569458,199,0,0.9886687510430746,32.0,10.703875313547124
88,-4.863172066863626,79,1,0.1650782173465399,33.0,10.868953530893664
89,-4.2953483196906745,79,1,0.1592312494956796,34.0,11.028184780389344
90,-42.35840696815285,199,0,0.40822484963675143,34.0,11.436409630026095
91,-60.837194034829736,199,0,0.4894241671391017,34.0,11.925833797165197
92,-22.38519900292158,77,1,0.35729338296167396,35.0,12.28312718012687
93,-8.322522708331235,88,1,0.24233847259751107,36.0,12.525465652724382
94,-368.2724362015724,199,0,0.4744760479797075,36.0,12.99994170070409
95,-15.576525282114744,144,1,0.2521804848263627,37.0,13.252122185530453
96,-14.956702078226954,199,0,0.28823766980165405,37.0,13.540359855332108
97,-248.0,69,1,1.0,38.0,14.540359855332108
98,34.152581728994846,199,0,0.1648994515102528,38.0,14.705259306842361
99,-60.128556380048394,199,0,0.476482199414209,38.0,15.18174150625657
100,-591.6718678474426,199,0,0.4732254670153967,38.0,15.654966973271966
101,65.37376467883587,199,0,0.09877492122441499,38.0,15.75374189449638
102,-79.13511453312822,199,0,0.543470813110798,38.0,16.29721270760718
103,-95.4353602565825,199,0,0.6142603116987606,38.0,16.91147301930594
104,-4.407018186058849,199,0,0.24340356375651134,38.0,17.154876583062453
105,-86.78098019398749,199,0,0.5477089907233462,38.0,17.7025855737858
106,-209.20264768600464,79,1,0.05574760096475435,39.0,17.758333174750554
107,60.37715557217598,199,0,0.012619088352873727,39.0,17.77095226310343
108,-9.017858267296106,79,1,0.2138200697909147,40.0,17.984772332894345
109,11.508270838297904,199,0,0.17860512821052527,40.0,18.16337746110487
110,-30.335046629188582,199,0,0.34724994565761924,40.0,18.510627406762488
111,30.452664643526077,199,0,0.1103966526249092,40.0,18.6210240593874
112,9.404407112990157,199,0,0.15712523709247309,40.0,18.77814929647987
113,-124.15281909704208,199,0,0.8931811019224969,40.0,19.671330398402368
114,-35.0479820817709,199,0,0.4483704052908493,40.0,20.119700803693217
115,8.82782182601477,199,0,0.12074376351155681,40.0,20.240444567204772
116,-505.9001450538635,199,0,0.042211783151213565,40.0,20.282656350355985
117,3.3954943791031837,80,1,0.06578912675428902,41.0,20.348445477110275
118,47.69463011622429,199,0,0.0,41.0,20.348445477110275
119,-146.7968207001686,199,0,1.0,41.0,21.348445477110275
120,50.37897515296936,199,0,0.0,41.0,21.348445477110275
121,54.015090718865395,199,0,0.0,41.0,21.348445477110275
122,-172.82588708400726,199,0,0.07181711894348039,41.0,21.420262596053757
123,12.555023804306984,88,1,0.051775647489718996,42.0,21.472038243543476
124,-149.17259746789932,199,0,1.0,42.0,22.472038243543476
125,53.61012564599514,199,0,0.01018360885717303,42.0,22.48222185240065
126,42.95339063555002,199,0,0.010346743291379034,42.0,22.492568595692028
127,5.052336897657369,199,0,0.13802224862856255,42.0,22.63059084432059
128,42.65620256960392,199,0,0.034620350908380254,42.0,22.66521119522897
129,34.94061574712396,199,0,0.0701049286845576,42.0,22.735316123913528
130,-207.91182780265808,80,1,0.005147851104375177,43.0,22.740463975017903
131,50.10593008995056,199,0,0.002145223510770146,43.0,22.742609198528672
132,9.955292120575905,80,1,0.0,44.0,22.742609198528672
133,-26.526098400354385,199,0,0.379964256520611,44.0,23.122573455049285
134,18.866680949926376,140,1,0.04749683136741937,45.0,23.170070286416703
135,37.858159482479095,199,0,0.05491378583836503,45.0,23.22498407225507
136,41.7321654856205,199,0,0.03706657558511594,45.0,23.262050647840184
137,-506.78413438796997,199,0,0.04665394576107542,45.0,23.30870459360126
138,56.76386144757271,199,0,0.011795092701453179,45.0,23.320499686302714
139,-504.44185614585876,199,0,0.034883696036130764,45.0,23.355383382338847
140,-487.36814761161804,199,0,0.08048622381851825,45.0,23.435869606157365
141,52.76498508453369,199,0,0.0,45.0,23.435869606157365
142,-497.5,199,0,0.0,45.0,23.435869606157365
143,10.938901722431183,80,1,0.0,46.0,23.435869606157365
144,45.285581544041634,199,0,0.005523421253069822,46.0,23.441393027410435
145,50.23433467745781,199,0,0.0002518828729287233,46.0,23.44164491028336
146,7.052436381578445,71,1,0.0,47.0,23.44164491028336
147,9.764867439866066,80,1,0.0,48.0,23.44164491028336
148,-486.0,137,1,1.0,49.0,24.44164491028336
149,-493.25783360004425,199,0,0.001610118385603506,49.0,24.443255028668965
150,-508.15287017822266,199,0,0.05353201231602076,49.0,24.496787040984984
151,-142.2751921415329,199,0,1.0,49.0,25.496787040984984
152,48.58361899852753,199,0,0.0043678603144863435,49.0,25.50115490129947
153,30.180609576404095,199,0,0.07665444597531636,49.0,25.577809347274783
154,28.577421493828297,199,0,0.08022841167580247,49.0,25.658037758950584
155,39.69732430577278,199,0,0.0308387839927395,49.0,25.688876542943323
156,8.648764371871948,71,1,0.0036354968677427767,50.0,25.692512039811067
157,-147.31101590394974,199,0,1.0,50.0,26.692512039811067
158,43.949197471141815,199,0,0.03337440291965234,50.0,26.72588644273072
159,49.71899896860123,199,0,0.0,50.0,26.72588644273072
160,44.59310221672058,199,0,0.028894722212161248,50.0,26.75478116494288
161,53.6621819883585,199,0,0.0,50.0,26.75478116494288
162,8.15222305059433,80,1,0.00899337330093412,51.0,26.763774538243815
163,48.423505529761314,199,0,0.0,51.0,26.763774538243815
164,10.062426030635834,80,1,0.0,52.0,26.763774538243815
165,8.218451544642448,85,1,0.03616075783017648,53.0,26.799935296073993
166,10.369182780385017,81,1,0.0,54.0,26.799935296073993
167,60.55058930814266,199,0,0.0,54.0,26.799935296073993
168,-15.86981551721692,199,0,0.3430444486244218,54.0,27.142979744698415
169,5.917281270085368,199,0,0.2299812836268942,54.0,27.37296102832531
170,38.24136797338724,199,0,0.06955015992953378,54.0,27.442511188254844
171,53.89273136854172,199,0,0.008436552746498098,54.0,27.450947741001343
172,-60.05893959105015,150,1,0.0019626894451085564,55.0,27.45291043044645
173,8.835438281297684,80,1,0.0,56.0,27.45291043044645
174,-502.44426560401917,199,0,0.024845553900062926,56.0,27.477755984346516
175,49.880854815244675,199,0,0.0,56.0,27.477755984346516
176,7.978629067540169,80,1,0.01118423076765163,57.0,27.488940215114166
177,-255.535669028759,199,0,0.0010137750431181917,57.0,27.489953990157286
178,28.296724304556847,199,0,0.08235387996315065,57.0,27.572307870120436
179,46.24583773314953,199,0,0.0059857732342111745,57.0,27.578293643354648
180,6.037584389094263,199,0,0.2802383444330822,57.0,27.85853198778773
181,37.28368045389652,199,0,0.058925383331728025,57.0,27.91745737111946
182,-1.1985822541414564,96,1,0.11966567401640144,58.0,28.037123045135864
183,10.234077900648117,80,1,0.0,59.0,28.037123045135864
184,51.50263178348541,199,0,0.0,59.0,28.037123045135864
185,52.562595933675766,199,0,0.0033793401409938735,59.0,28.04050238527686
186,33.134647503495216,199,0,0.07006436535162107,59.0,28.11056675062848
187,51.16599342226982,199,0,0.0,59.0,28.11056675062848
188,49.790782645344734,199,0,0.001019324315623247,59.0,28.111586074944103
189,-566.9512214660645,199,0,0.34900110681904184,59.0,28.460587181763145
190,27.15018954873085,166,1,0.019150556816252988,60.0,28.4797377385794
191,-499.5378885269165,199,0,0.010240647374695447,60.0,28.489978385954092
192,52.32735186815262,199,0,0.001810767469263426,60.0,28.491789153423355
193,11.711351841688156,104,1,0.07884442475513441,61.0,28.57063357817849
194,-499.3257648944855,199,0,0.009174698861267861,61.0,28.57980827703976
195,61.125394225120544,199,0,0.004914486026416772,61.0,28.58472276306618
196,-208.2576162815094,80,1,0.010226090908055662,62.0,28.594948853974234
197,58.704515516757965,199,0,0.029748921266668605,62.0,28.624697775240904
198,9.05072869360447,72,1,0.0,63.0,28.624697775240904
199,-72.45075649023056,85,1,1.0,64.0,29.624697775240904
200,6.350968077778816,71,1,0.008976996588919194,65.0,29.633674771829824
201,39.576317220926285,199,0,0.043997702263129004,65.0,29.677672474092955
202,50.05464614927769,199,0,0.0,65.0,29.677672474092955
203,31.710627898573875,169,1,0.0,66.0,29.677672474092955
204,9.22636453807354,80,1,0.0,67.0,29.677672474092955
205,47.98743103444576,199,0,0.03731796998663724,67.0,29.714990444079593
206,46.29276014864445,199,0,0.0,67.0,29.714990444079593
207,48.05316551029682,199,0,0.001593186679594343,67.0,29.71658363075919
208,47.63243925571442,199,0,0.0,67.0,29.71658363075919
209,44.02958296239376,199,0,0.017771287881540223,67.0,29.73435491864073
210,45.98192961513996,199,0,0.0,67.0,29.73435491864073
211,47.282069236040115,199,0,0.008034093235953645,67.0,29.742389011876682
212,9.636639580130577,80,1,0.0,68.0,29.742389011876682
213,9.441299363970757,80,1,0.0,69.0,29.742389011876682
214,-207.5,80,1,0.0,70.0,29.742389011876682
215,-58.45324435830116,199,0,0.5410034783930494,70.0,30.28339249026973
216,10.040263593196869,80,1,0.0,71.0,30.28339249026973
217,51.088759168982506,199,0,0.0,71.0,30.28339249026973
218,9.049633607268333,80,1,0.0,72.0,30.28339249026973
219,57.35880373418331,199,0,0.0,72.0,30.28339249026973
220,9.496374621987343,80,1,0.0,73.0,30.28339249026973
221,55.168605625629425,199,0,0.013159286593528812,73.0,30.296551776863257
222,51.78696219623089,199,0,0.0,73.0,30.296551776863257
223,44.27327950298786,199,0,0.0,73.0,30.296551776863257
224,44.346591114997864,199,0,0.06355203837785216,73.0,30.36010381524111
225,4.567838862538338,85,1,0.08452337338894872,74.0,30.444627188630058
226,-42.50522044301033,199,0,0.44753809221594976,74.0,30.892165280846008
227,51.464609533548355,199,0,0.0,74.0,30.892165280846008
228,50.26418222486973,199,0,0.010637541244838936,74.0,30.902802822090848
229,45.29669426381588,199,0,0.05162409018470294,74.0,30.95442691227555
230,25.453104624524713,199,0,0.061095971435117066,74.0,31.015522883710666
231,57.171466678380966,199,0,0.004556831055907707,74.0,31.020079714766574
232,-116.32287676632404,199,0,0.5628140703517588,74.0,31.582893785118333
233,47.33911031484604,199,0,0.024784172963322113,74.0,31.607677958081656
234,28.369122326374054,199,0,0.08640264119696145,74.0,31.694080599278617
235,10.267120003700256,80,1,0.0,75.0,31.694080599278617
236,-62.231888711452484,70,1,1.0,76.0,32.69408059927862
237,48.1960543692112,199,0,0.0,76.0,32.69408059927862
238,9.315154146403074,131,1,0.08151187274289143,77.0,32.775592472021515
239,50.43887194991112,199,0,0.0,77.0,32.775592472021515
240,45.20333378016949,199,0,0.02904573267372972,77.0,32.804638204695244
241,42.262974604964256,199,0,0.01808353134778242,77.0,32.82272173604303
242,34.33853157609701,199,0,0.0842175220730179,77.0,32.90693925811605
243,-207.5,80,1,0.0,78.0,32.90693925811605
244,-497.5,199,0,0.0,78.0,32.90693925811605
245,9.422387301921844,80,1,0.0,79.0,32.90693925811605
246,46.74706681072712,199,0,0.04457471566789414,79.0,32.95151397378394
247,40.833870723843575,199,0,0.024867438847305284,79.0,32.97638141263124
248,10.009354814887047,80,1,0.0,80.0,32.97638141263124
249,44.16576835513115,199,0,0.0,80.0,32.97638141263124
250,49.04279373586178,199,0,0.0012996409846629988,80.0,32.9776810536159
251,7.841249018907547,72,1,0.0,81.0,32.9776810536159
252,45.77195030450821,199,0,0.03320735478508615,81.0,33.01088840840099
253,47.48862290382385,199,0,0.0,81.0,33.01088840840099
254,9.114220142364502,80,1,0.0,82.0,33.01088840840099
255,27.894944295287132,168,1,0.0,83.0,33.01088840840099
256,52.588718459010124,199,0,0.0,83.0,33.01088840840099
257,-149.62365353107452,199,0,0.9666776816210204,83.0,33.97756609002201
258,47.17052136361599,199,0,0.0,83.0,33.97756609002201
259,45.940081268548965,199,0,0.025717330211560172,83.0,34.00328342023357
260,15.061471402645111,112,1,0.0117849535574508,84.0,34.015068373791024
261,47.00022055208683,199,0,0.0,84.0,34.015068373791024
262,-62.085418701171875,70,1,1.0,85.0,35.015068373791024
263,-497.5,199,0,0.0,85.0,35.015068373791024
264,-61.30785244703293,69,1,1.0,86.0,36.015068373791024
265,48.357879504561424,199,0,0.0,86.0,36.015068373791024
266,9.85639987885952,80,1,0.0,87.0,36.015068373791024
267,-147.20895373821259,199,0,1.0,87.0,37.015068373791024
268,-207.5,80,1,0.0,88.0,37.015068373791024
269,45.27860787510872,199,0,0.0,88.0,37.015068373791024
270,-497.5,199,0,0.0,88.0,37.015068373791024
271,22.583822771906853,135,1,0.01934327543411147,89.0,37.034411649225135
272,9.114480093121529,80,1,0.0,90.0,37.034411649225135
273,34.41651859879494,199,0,0.05936418033467181,90.0,37.0937758295598
274,46.60900075733662,199,0,0.023615402223626486,90.0,37.11739123178343
275,9.733557164669037,80,1,0.0,91.0,37.11739123178343
276,7.792137891054153,72,1,0.0,92.0,37.11739123178343
277,51.30437774956226,199,0,0.020683482656848034,92.0,37.13807471444028
278,-497.605863571167,199,0,0.0005319774817295574,92.0,37.13860669192201
279,41.68549819290638,199,0,0.04180183419316059,92.0,37.180408526115166
280,50.364619836211205,199,0,0.023181963700653042,92.0,37.20359048981582
281,14.749678418040276,100,1,0.0,93.0,37.20359048981582
282,9.28087817132473,80,1,0.0,94.0,37.20359048981582
283,-503.5025804042816,199,0,0.030163719798959265,94.0,37.23375420961477
284,41.16352118551731,199,0,0.03822932345916614,94.0,37.271983533073936
285,45.937661215662956,199,0,0.02224665064259538,94.0,37.29423018371653
286,46.48653192818165,199,0,0.0033509159210999397,94.0,37.297581099637625
287,9.327032878994942,80,1,0.020942715146444385,95.0,37.31852381478407
288,47.653398260474205,199,0,0.0,95.0,37.31852381478407
289,8.890052184462547,80,1,0.0,96.0,37.31852381478407
290,9.944550290703773,80,1,0.0,97.0,37.31852381478407
291,52.84345082938671,199,0,0.021940516617531203,97.0,37.340464331401606
292,49.893824100494385,199,0,0.0,97.0,37.340464331401606
293,8.839733332395554,80,1,0.0,98.0,37.340464331401606
294,46.340481266379356,199,0,0.0278239058173469,98.0,37.368288237218955
295,50.37044443190098,199,0,0.01386618669343319,98.0,37.38215442391239
296,49.71930782496929,199,0,0.027537618070378432,98.0,37.409692041982765
297,58.280816569924355,199,0,0.0,98.0,37.409692041982765
298,52.17376525700092,199,0,0.002093069551957778,98.0,37.411785111534726
299,49.008671551942825,199,0,0.0024241753199604047,98.0,37.414209286854685
300,45.29645553231239,199,0,0.014426462406007354,98.0,37.42863574926069
301,51.14330372214317,199,0,0.0,98.0,37.42863574926069
302,-97.8125227689743,118,1,1.0,99.0,38.42863574926069
303,45.37182219326496,199,0,0.05025427814249546,99.0,38.47889002740319
